schemaTuple,visited,timesVisited
serviceaccountcreateauthtoken,False,0
serviceaccountcreateaccounterrors,False,0
serviceaccountcreateserviceaccount,False,0
serviceaccountupdateaccounterrors,False,0
serviceaccountupdateserviceaccount,False,0
serviceaccountdeleteaccounterrors,False,0
serviceaccountdeleteserviceaccount,False,0
serviceaccountupdateprivatemetaaccounterrors,False,0
serviceaccountupdateprivatemetaserviceaccount,False,0
serviceaccountclearprivatemetaaccounterrors,False,0
serviceaccountclearprivatemetaserviceaccount,False,0
serviceaccounttokencreateauthtoken,False,0
serviceaccounttokencreateaccounterrors,False,0
serviceaccounttokencreateserviceaccounttoken,False,0
serviceaccounttokendeleteaccounterrors,False,0
serviceaccounttokendeleteserviceaccounttoken,False,0
permissiongroupcreatepermissiongrouperrors,False,0
permissiongroupcreategroup,False,0
permissiongrouperrorfield,False,0
permissiongrouperrormessage,False,0
permissiongrouperrorcode,False,0
permissiongrouperrorpermissions,False,0
permissiongrouperrorusers,False,0
permissiongroupupdatepermissiongrouperrors,False,0
permissiongroupupdategroup,False,0
permissiongroupdeletepermissiongrouperrors,False,0
permissiongroupdeletegroup,False,0
